,Date,Open,High,Low,Close,Adj Close,Volume,RSI,RSI-status,RSI-decision
61,2022-05-14,0.000462,0.000462,0.000416,0.000454,0.000454,96.0,26.860266421980583,Oversold,Buy
62,2022-05-15,0.000454,0.000477,0.000437,0.000475,0.000475,84.0,32.40407729484285,Normal,Hold
63,2022-05-16,0.000475,0.000475,0.000448,0.000458,0.000458,0.0,30.395543014764968,Normal,Hold
64,2022-05-17,0.000458,0.000476,0.000456,0.00047,0.00047,111.0,33.527657173314964,Normal,Hold
65,2022-05-18,0.00047,0.000474,0.000441,0.000441,0.000441,76.0,30.012794201696565,Normal,Hold
66,2022-05-19,0.000441,0.000472,0.000441,0.000472,0.000472,246.0,37.54962276724665,Normal,Hold
67,2022-05-20,0.000472,0.000484,0.000451,0.000461,0.000461,623.0,36.0654744419937,Normal,Hold
68,2022-05-21,0.000461,0.000479,0.000457,0.000475,0.000475,625.0,39.35107575870299,Normal,Hold
69,2022-05-22,0.000475,0.000491,0.000474,0.000485,0.000485,258.0,41.657407562282984,Normal,Hold
70,2022-05-23,0.000485,0.00051,0.00048,0.000481,0.000481,286.0,40.98601115272246,Normal,Hold
71,2022-05-24,0.000481,0.000501,0.000475,0.000499,0.000499,294.0,45.26141860889646,Normal,Hold
72,2022-05-25,0.000499,0.000512,0.00049,0.000497,0.000497,0.0,44.87242341198129,Normal,Hold
73,2022-05-26,0.000497,0.000501,0.000453,0.000478,0.000478,0.0,41.24578743806096,Normal,Hold
74,2022-05-27,0.000478,0.000478,0.000441,0.000447,0.000447,0.0,36.116853306544975,Normal,Hold
75,2022-05-28,0.000447,0.000447,0.000447,0.000447,0.000447,0.0,36.11685330654498,Normal,Hold
76,2022-05-29,0.000447,0.000466,0.000447,0.00046,0.00046,48.0,39.76005420200284,Normal,Hold
77,2022-05-30,0.00046,0.000486,0.00046,0.000474,0.000474,0.0,43.49716864460294,Normal,Hold
78,2022-05-31,0.000474,0.000492,0.000474,0.000489,0.000489,1457.0,47.271541554754535,Normal,Hold
79,2022-06-01,0.000489,0.000498,0.000459,0.000461,0.000461,3868.0,41.675205321411276,Normal,Hold
80,2022-06-02,0.000461,0.000479,0.000457,0.000476,0.000476,2914.0,45.40411493282241,Normal,Hold
81,2022-06-03,0.000476,0.00048,0.000452,0.000458,0.000458,393.0,41.939036894710426,Normal,Hold
82,2022-06-04,0.000458,0.000466,0.000453,0.000461,0.000461,117.0,42.72359834397837,Normal,Hold
83,2022-06-05,0.000461,0.000466,0.000454,0.000462,0.000462,63.0,43.00008892159546,Normal,Hold
84,2022-06-06,0.000462,0.000477,0.000443,0.000451,0.000451,520.0,40.6741390667723,Normal,Hold
85,2022-06-07,0.000451,0.000453,0.000419,0.000445,0.000445,507.0,39.421551895420244,Normal,Hold
86,2022-06-08,0.000445,0.000448,0.000438,0.00044,0.00044,190.0,38.36135395857083,Normal,Hold
87,2022-06-09,0.00044,0.000447,0.000437,0.000441,0.000441,340.0,38.71634108487662,Normal,Hold
88,2022-06-10,0.000441,0.000452,0.000431,0.000435,0.000435,146.0,37.32727862208712,Normal,Hold
89,2022-06-11,0.000435,0.000436,0.000435,0.000436,0.000436,0.0,37.72828541070038,Normal,Hold
90,2022-06-12,0.000436,0.000436,0.000384,0.000408,0.000408,0.0,31.626381175750325,Normal,Hold
91,2022-06-13,0.000408,0.000408,0.000328,0.000336,0.000336,127.0,21.84329905992918,Oversold,Hold
92,2022-06-14,0.000336,0.00035,0.00031,0.000339,0.000339,129.0,22.913287691221683,Oversold,Hold
93,2022-06-15,0.000339,0.000357,0.000304,0.000355,0.000355,231.0,28.532853933940686,Oversold,Hold
94,2022-06-16,0.000355,0.000362,0.000318,0.00032,0.00032,217.0,24.350967477586025,Oversold,Hold
95,2022-06-17,0.00032,0.00034,0.00032,0.000335,0.000335,0.0,29.144012174418933,Oversold,Buy
96,2022-06-18,0.000335,0.000335,0.000335,0.000335,0.000335,0.0,29.144012174418933,Oversold,Buy
97,2022-06-19,0.000335,0.000335,0.000335,0.000335,0.000335,0.0,29.14401217441892,Oversold,Buy
98,2022-06-20,0.000335,0.000335,0.000335,0.000335,0.000335,0.0,29.14401217441892,Oversold,Buy
99,2022-06-21,0.000335,0.000335,0.000335,0.000335,0.000335,0.0,29.144012174418933,Oversold,Buy
100,2022-06-22,0.000335,0.000335,0.000335,0.000335,0.000335,0.0,29.144012174418933,Oversold,Buy
101,2022-06-23,0.000335,0.000349,0.000328,0.000343,0.000343,0.0,32.69199607358665,Normal,Hold
102,2022-06-24,0.000343,0.00037,0.000343,0.000368,0.000368,62.0,42.39870555525718,Normal,Hold
103,2022-06-25,0.000368,0.000369,0.000351,0.000364,0.000364,61.0,41.37068292228578,Normal,Hold
104,2022-06-26,0.000364,0.000369,0.000356,0.000357,0.000357,36.0,39.56284168404855,Normal,Hold
105,2022-06-27,0.000357,0.000369,0.000352,0.000357,0.000357,226.0,39.56284168404855,Normal,Hold
106,2022-06-28,0.000357,0.00037,0.000347,0.000349,0.000349,185.0,37.39681629257153,Normal,Hold
107,2022-06-29,0.000349,0.000352,0.000346,0.000351,0.000351,0.0,38.30618990823338,Normal,Hold
108,2022-06-30,0.000351,0.000351,0.000322,0.000333,0.000333,133.0,33.57863902263615,Normal,Hold
109,2022-07-01,0.000333,0.000346,0.000326,0.00033,0.00033,136.0,32.8509454143516,Normal,Hold
110,2022-07-02,0.00033,0.000333,0.000326,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
111,2022-07-03,0.000329,0.000329,0.000329,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
112,2022-07-04,0.000329,0.000329,0.000329,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
113,2022-07-05,0.000329,0.000329,0.000329,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
114,2022-07-06,0.000329,0.000329,0.000329,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
115,2022-07-07,0.000329,0.000329,0.000329,0.000329,0.000329,0.0,32.59735591078645,Normal,Hold
116,2022-07-08,0.000329,0.000377,0.000329,0.000369,0.000369,0.0,54.50906848371,Normal,Hold
117,2022-07-09,0.000369,0.000373,0.000366,0.000369,0.000369,140.0,54.50906848371,Normal,Hold
118,2022-07-10,0.000369,0.000371,0.000352,0.000356,0.000356,149.0,48.55900138167834,Normal,Hold
119,2022-07-11,0.000356,0.000357,0.000347,0.000351,0.000351,0.0,46.45846922450922,Normal,Hold
120,2022-07-12,0.000351,0.000351,0.000351,0.000351,0.000351,0.0,46.45846922450922,Normal,Hold
121,2022-07-13,0.000351,0.000351,0.000333,0.00035,0.00035,37.0,45.996951905394994,Normal,Hold
122,2022-07-14,0.00035,0.000364,0.000345,0.000361,0.000361,38.0,51.6828817837169,Normal,Hold
123,2022-07-15,0.000361,0.000368,0.000357,0.000361,0.000361,35.0,51.6828817837169,Normal,Hold
124,2022-07-16,0.000361,0.00038,0.000355,0.000378,0.000378,65.0,59.35352402174771,Normal,Hold
125,2022-07-17,0.000378,0.000388,0.000374,0.000375,0.000375,140.0,57.615223068888724,Normal,Hold
126,2022-07-18,0.000375,0.0004,0.000375,0.000399,0.000399,118.0,66.15501759942683,Normal,Hold
127,2022-07-19,0.000399,0.000403,0.000393,0.000393,0.000393,0.0,62.75106642038023,Normal,Hold
128,2022-07-20,0.000393,0.000393,0.000393,0.000393,0.000393,0.0,62.75106642038023,Normal,Hold
129,2022-07-21,0.000393,0.000403,0.000384,0.000403,0.000403,623.0,66.1206322590632,Normal,Hold
130,2022-07-22,0.000403,0.000411,0.000399,0.000402,0.000402,0.0,65.48270465479253,Normal,Hold
131,2022-07-23,0.000402,0.000411,0.000384,0.000395,0.000395,38.0,61.04301038882884,Normal,Hold
132,2022-07-24,0.000395,0.000405,0.000391,0.000399,0.000399,18.0,62.60330397753865,Normal,Hold
133,2022-07-25,0.000399,0.000399,0.000371,0.000371,0.000371,46.0,48.08506694026203,Normal,Hold
134,2022-07-26,0.000371,0.000377,0.000363,0.000377,0.000377,46.0,50.722279531173896,Normal,Hold
135,2022-07-27,0.000377,0.000381,0.000374,0.000381,0.000381,0.0,52.456242308636526,Normal,Hold
136,2022-07-28,0.000381,0.000381,0.000381,0.000381,0.000381,0.0,52.456242308636526,Normal,Hold
137,2022-07-29,0.000381,0.000458,0.000381,0.000447,0.000447,73.0,71.5877211034923,Overbought,Hold
138,2022-07-30,0.000447,0.000455,0.000433,0.000436,0.000436,169.0,66.76556776384362,Normal,Hold
139,2022-07-31,0.000436,0.000451,0.000427,0.00043,0.00043,141.0,64.22432994747322,Normal,Hold
140,2022-08-01,0.00043,0.00044,0.000423,0.000432,0.000432,60.0,64.70655551980897,Normal,Hold
141,2022-08-02,0.000432,0.000434,0.000418,0.000425,0.000425,0.0,61.57802124327322,Normal,Hold
142,2022-08-03,0.000425,0.000463,0.000425,0.000452,0.000452,49.0,68.00399317012356,Normal,Hold
143,2022-08-04,0.000452,0.000474,0.000452,0.000472,0.000472,24.0,71.77030440962712,Overbought,Hold
144,2022-08-05,0.000472,0.000487,0.000469,0.000476,0.000476,361.0,72.46832422410368,Overbought,Hold
145,2022-08-06,0.000476,0.000486,0.000473,0.000476,0.000476,7.0,72.46832422410367,Overbought,Hold
146,2022-08-07,0.000476,0.000491,0.000467,0.000488,0.000488,0.0,74.6492597310674,Overbought,Hold
147,2022-08-08,0.000488,0.000488,0.000488,0.000488,0.000488,0.0,74.6492597310674,Overbought,Hold
148,2022-08-09,0.000488,0.000495,0.000473,0.000491,0.000491,5.0,75.21843789542382,Overbought,Hold
149,2022-08-10,0.000491,0.000492,0.000475,0.00048,0.00048,0.0,69.09286256621132,Normal,Hold
150,2022-08-11,0.00048,0.00048,0.00048,0.00048,0.00048,0.0,69.09286256621132,Normal,Hold
151,2022-08-12,0.00048,0.00048,0.00048,0.00048,0.00048,0.0,69.09286256621132,Normal,Hold
152,2022-08-13,0.00048,0.00048,0.00048,0.00048,0.00048,0.0,69.09286256621132,Normal,Hold
153,2022-08-14,0.00048,0.000488,0.000478,0.00048,0.00048,22.0,69.09286256621132,Normal,Hold
154,2022-08-15,0.00048,0.000493,0.000475,0.000482,0.000482,82.0,69.74183447244752,Normal,Hold
155,2022-08-16,0.000482,0.000485,0.00047,0.000474,0.000474,386.0,63.956890844955296,Normal,Hold
156,2022-08-17,0.000474,0.000484,0.000456,0.000457,0.000457,269.0,53.753270810881546,Normal,Hold
157,2022-08-18,0.000457,0.000463,0.000443,0.000446,0.000446,5.0,48.375293174648796,Normal,Hold
158,2022-08-19,0.000446,0.000446,0.000416,0.000417,0.000417,0.0,37.67381647465724,Normal,Hold
159,2022-08-20,0.000417,0.000429,0.000415,0.000423,0.000423,18.0,40.60156029530227,Normal,Hold
160,2022-08-21,0.000423,0.000453,0.000423,0.000451,0.000451,4.0,51.94601048245916,Normal,Hold
161,2022-08-22,0.000451,0.000454,0.000432,0.000448,0.000448,0.0,50.825949111049724,Normal,Hold
162,2022-08-23,0.000448,0.000448,0.000448,0.000448,0.000448,0.0,50.825949111049724,Normal,Hold
163,2022-08-24,0.000448,0.000448,0.000439,0.000443,0.000443,2.0,48.792376389198196,Normal,Hold
164,2022-08-25,0.000443,0.000456,0.000443,0.00045,0.00045,6.0,51.70566252466165,Normal,Hold
165,2022-08-26,0.00045,0.00045,0.000415,0.000417,0.000417,7.0,40.11815446137074,Normal,Hold
166,2022-08-27,0.000417,0.000424,0.00041,0.000415,0.000415,0.0,39.53980910950262,Normal,Hold
167,2022-08-28,0.000415,0.000423,0.000413,0.000413,0.000413,3.0,38.93533883986485,Normal,Hold
168,2022-08-29,0.000412,0.000427,0.000408,0.000427,0.000427,0.0,45.245532137051946,Normal,Hold
169,2022-08-30,0.000427,0.000434,0.000415,0.000422,0.000422,201.0,43.516001167068346,Normal,Hold
170,2022-08-31,0.000422,0.000433,0.000418,0.000418,0.000418,87.0,42.12859293383753,Normal,Hold
171,2022-09-01,0.000418,0.00042,0.000407,0.000417,0.000417,11.0,41.7700468837875,Normal,Hold
172,2022-09-02,0.000417,0.000424,0.000412,0.000416,0.000416,9.0,41.390683621795816,Normal,Hold
173,2022-09-03,0.000416,0.000417,0.000413,0.000414,0.000414,0.0,40.59654904674395,Normal,Hold
174,2022-09-04,0.000414,0.00042,0.000414,0.000418,0.000418,76.0,42.9539411791824,Normal,Hold
175,2022-09-05,0.000418,0.000421,0.000411,0.000416,0.000416,0.0,42.05528123646626,Normal,Hold
176,2022-09-06,0.000416,0.000416,0.000416,0.000416,0.000416,0.0,42.05528123646626,Normal,Hold
177,2022-09-07,0.000416,0.000416,0.000416,0.000416,0.000416,0.0,42.05528123646626,Normal,Hold
178,2022-09-08,0.000416,0.000423,0.000415,0.000421,0.000421,71.0,45.60846554387101,Normal,Hold
179,2022-09-09,0.000421,0.000444,0.000421,0.000441,0.000441,71.0,56.97378596072621,Normal,Hold
180,2022-09-10,0.000441,0.000449,0.000439,0.000448,0.000448,153.0,60.11510169666329,Normal,Hold
181,2022-09-11,0.000448,0.000449,0.00044,0.000444,0.000444,6.0,57.53033132776676,Normal,Hold
182,2022-09-12,0.000444,0.000452,0.00044,0.000444,0.000444,454.0,57.53033132776676,Normal,Hold
183,2022-09-13,0.000444,0.00045,0.000418,0.000419,0.000419,0.0,43.860543512454306,Normal,Hold
184,2022-09-14,0.000419,0.000419,0.000419,0.000419,0.000419,0.0,43.860543512454306,Normal,Hold
185,2022-09-15,0.000419,0.000419,0.000419,0.000419,0.000419,0.0,43.860543512454306,Normal,Hold
186,2022-09-16,0.000419,0.000419,0.000411,0.000414,0.000414,26.0,41.40310929547939,Normal,Hold
187,2022-09-17,0.000414,0.000422,0.000414,0.000421,0.000421,0.0,45.96743081376154,Normal,Hold
188,2022-09-18,0.000422,0.000423,0.000399,0.000401,0.000401,18.0,37.080300615085946,Normal,Hold
189,2022-09-19,0.000401,0.000414,0.000388,0.000413,0.000413,13.0,44.067619284783554,Normal,Hold
190,2022-09-20,0.000413,0.000414,0.000403,0.000404,0.000404,62.0,40.44031194073508,Normal,Hold
191,2022-09-21,0.000403,0.000417,0.000395,0.000399,0.000399,3.0,38.54223488885111,Normal,Hold
192,2022-09-22,0.000399,0.000408,0.000398,0.000408,0.000408,0.0,43.667491569913366,Normal,Hold
193,2022-09-23,0.000408,0.000408,0.000408,0.000408,0.000408,0.0,43.667491569913366,Normal,Hold
194,2022-09-24,0.000408,0.00042,0.000408,0.000415,0.000415,11.0,47.608645361968776,Normal,Hold
195,2022-09-25,0.000416,0.000424,0.000412,0.000416,0.000416,2.0,48.16655137207897,Normal,Hold
196,2022-09-26,0.000416,0.00042,0.000411,0.000413,0.000413,0.0,46.564550439261545,Normal,Hold
197,2022-09-27,0.000413,0.000431,0.000409,0.000412,0.000412,18.0,46.01515940050841,Normal,Hold
198,2022-09-28,0.000411,0.000428,0.000403,0.000424,0.000424,0.0,53.15738006197908,Normal,Hold
199,2022-09-29,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889299,Normal,Hold
200,2022-09-30,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
201,2022-10-01,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
202,2022-10-02,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
203,2022-10-03,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
204,2022-10-04,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
205,2022-10-05,0.000425,0.000425,0.000425,0.000425,0.000425,0.0,53.70702216889298,Normal,Hold
206,2022-10-06,0.86172,0.873721,0.847433,0.850509,0.850509,68485329.0,99.99723754153148,Overbought,Hold
207,2022-10-07,0.850601,0.854032,0.835317,0.84686,0.84686,44041151.0,99.537133637536,Overbought,Hold
208,2022-10-08,0.846719,0.853209,0.826952,0.835075,0.835075,33437848.0,97.96930586421031,Overbought,Hold
209,2022-10-09,0.835182,0.848577,0.833921,0.843743,0.843743,29768021.0,97.99432929506055,Overbought,Hold
210,2022-10-10,0.843795,0.850546,0.753886,0.753886,0.753886,59530065.0,86.14364859322279,Overbought,Hold
211,2022-10-11,0.753637,0.767616,0.735821,0.73909,0.73909,62977247.0,84.33510968180983,Overbought,Sell
212,2022-10-12,0.739171,0.760462,0.739102,0.747642,0.747642,30878290.0,84.53717945939314,Overbought,Sell
213,2022-10-13,0.747635,0.753988,0.657799,0.732416,0.732416,90254644.0,82.49678632954661,Overbought,Sell
214,2022-10-14,0.732414,0.756321,0.705413,0.717313,0.717313,48709098.0,80.4232586118124,Overbought,Sell
215,2022-10-15,0.717418,0.717418,0.680731,0.685422,0.685422,35901153.0,76.07510410263379,Overbought,Sell
216,2022-10-16,0.685444,0.707113,0.685444,0.698337,0.698337,33158849.0,76.62624513260468,Overbought,Sell
217,2022-10-17,0.698282,0.764029,0.687801,0.762512,0.762512,52951331.0,79.19139005535855,Overbought,Sell
218,2022-10-18,0.76263,0.771695,0.725078,0.740487,0.740487,69316940.0,76.10444999933843,Overbought,Sell
219,2022-10-19,0.740431,0.744386,0.686746,0.689922,0.689922,52026698.0,69.41455148396322,Normal,Hold
220,2022-10-20,0.689955,0.706407,0.660215,0.671978,0.671978,44036808.0,67.1584226416441,Normal,Hold
221,2022-10-21,0.671921,0.746579,0.639492,0.730302,0.730302,68276028.0,70.5131309267567,Overbought,Sell
222,2022-10-22,0.730045,0.751764,0.711509,0.748115,0.748115,65456168.0,71.47160963942757,Overbought,Sell
223,2022-10-23,0.748032,0.853279,0.733653,0.831955,0.831955,115560378.0,75.50707280116362,Overbought,Hold
224,2022-10-24,0.831855,0.882882,0.795593,0.843445,0.843445,124913598.0,76.00795639089735,Overbought,Hold
225,2022-10-25,0.842692,1.046202,0.828216,0.974642,0.974642,253752589.0,80.82889691117224,Overbought,Hold
226,2022-10-26,0.974504,1.169913,0.965306,1.115023,1.115023,313414986.0,84.43327873491603,Overbought,Hold
227,2022-10-27,1.115104,1.1491,1.059977,1.071709,1.071709,222676215.0,79.4686780713784,Overbought,Hold
228,2022-10-28,1.071242,1.22671,1.038134,1.15249,1.15249,240655579.0,81.6372507719342,Overbought,Hold
229,2022-10-29,1.151969,1.199612,1.062042,1.083687,1.083687,227612672.0,74.42669650351179,Overbought,Sell
230,2022-10-30,1.083892,1.111724,1.013388,1.043325,1.043325,143605706.0,70.49321096035655,Overbought,Sell
231,2022-10-31,1.043029,1.078566,1.01128,1.037198,1.037198,122223743.0,69.88937378039138,Normal,Hold
232,2022-11-01,1.037117,1.061331,0.992601,1.003119,1.003119,92409168.0,66.47841210283475,Normal,Hold
233,2022-11-02,1.003117,1.043948,0.952223,1.02867,1.02867,144869877.0,67.74930939020032,Normal,Hold
234,2022-11-03,1.02865,1.150095,1.028609,1.118601,1.118601,181757847.0,71.80156702127715,Overbought,Hold
235,2022-11-04,1.11814,1.385328,1.100052,1.348852,1.348852,371480917.0,79.05712871391144,Overbought,Hold
236,2022-11-05,1.351079,1.397991,1.273278,1.3136,1.3136,244532476.0,75.83969532884534,Overbought,Hold
237,2022-11-06,1.313856,1.352435,1.253,1.288439,1.288439,172185994.0,73.53922623798142,Overbought,Hold
238,2022-11-07,1.288863,1.383344,1.208183,1.311339,1.311339,195563088.0,74.30322168200689,Overbought,Hold
239,2022-11-08,1.311137,1.322502,0.889908,0.964653,0.964653,391624103.0,50.52125133905604,Normal,Hold
240,2022-11-09,0.964765,0.970808,0.774621,0.789344,0.789344,246507101.0,43.022507777713635,Normal,Hold
241,2022-11-10,0.788628,1.094074,0.773532,1.043221,1.043221,244791283.0,53.73260232979062,Normal,Hold
242,2022-11-11,1.042166,1.055503,0.927279,1.017825,1.017825,178500586.0,52.66613377075443,Normal,Hold
243,2022-11-12,1.017999,1.0201,0.910883,0.91877,0.91877,75295836.0,48.61328052334725,Normal,Hold
244,2022-11-13,0.918912,0.951356,0.873284,0.900596,0.900596,83170005.0,47.88518325940049,Normal,Hold
245,2022-11-14,0.901392,0.978582,0.839915,0.923663,0.923663,113419349.0,48.930673246389176,Normal,Hold
246,2022-11-15,0.924036,0.949951,0.905125,0.933607,0.933607,66106596.0,49.401918938058806,Normal,Hold
247,2022-11-16,0.934069,0.95769,0.876205,0.899654,0.899654,62779252.0,47.7807006460446,Normal,Hold
248,2022-11-17,0.899814,0.904679,0.868803,0.888979,0.888979,49999447.0,47.255620544422676,Normal,Hold
249,2022-11-18,0.888897,0.924386,0.882043,0.916427,0.916427,56054805.0,48.813228962800046,Normal,Hold
250,2022-11-19,0.915696,0.937725,0.889626,0.931196,0.931196,38627963.0,49.67441308854385,Normal,Hold
251,2022-11-20,0.931121,0.940573,0.843799,0.847666,0.847666,47076829.0,45.0572131385906,Normal,Hold
252,2022-11-21,0.847687,0.850686,0.805127,0.845643,0.845643,69512555.0,44.94824569343376,Normal,Hold
253,2022-11-22,0.84537,0.87213,0.809003,0.859126,0.859126,54545842.0,45.88754715405663,Normal,Hold
254,2022-11-23,0.859203,0.946099,0.844565,0.930725,0.930725,71125568.0,50.69817676836519,Normal,Hold
255,2022-11-24,0.930878,0.961906,0.917748,0.946705,0.946705,64723936.0,51.729607418196146,Normal,Hold
